x,y,val
-2.262964469960238,-27.127453523564867,-10.242016384604842
-6.792415157519429,-9.146755941630275,-92.27380734419937
-22.078513107971396,10.500441086016489,-974.9214821177295
-28.343353557625825,9.84959996094525,-1084.0671045507427
-23.08320673364087,3.79838643332978,-1744.0797097592
-98.00893413764902,-92.03854807718668,-2010.8623114088437
-13.704686161184384,10.168056461161742,-2477.054055914442
-13.75067341370666,-12.254625823394413,-4024.421314477845
-11.120745132072727,-7.06425392386547,-4598.696355405232
-25.558487330143407,53.02630873910036,-5281.800222929893
-10.820110445737342,-6.022458241362088,-6554.560782731587
6.459781318011039,-26.762409101577028,-7062.703458492925
32.409086182215816,61.0255388584863,-12954.41839406226
-12.667011406160228,99.31701114037051,-19999.56961921247
