x,y,val
0.15329860454444955,-35.915396259219094,-0.04700092431055106
0.2397315873216641,28.406976996279337,-0.11494246791952932
-0.7141518872010959,22.001620058409703,-1.0200258359857737
-8.16621350735711,28.863073646014122,-2.565975359447517
-5.826576847240659,28.116608081117505,-2.7545527068368965
1.5327546559271692,15.720168307696632,-3.80009976616509
7.614940916922828,24.394567293722083,-10.760620442291179
9.591467230284746,31.285038853585856,-21.154713535279523
-53.582458557167676,61.39712652054635,-1365.4977827301807
14.7100067845995,-56.138553805757496,-1460.421946017872
11.800292685173332,87.32872837919038,-3063.67233064031
8.31982889042915,64.24645701105277,-8517.347890888313
52.77809156833362,77.87351479038779,-16255.895696635847
-86.39041918495055,-53.68428737319357,-19323.432652642256
