x,y,val
1.2753341067350057,1.6609015355765813,0.19431315833253698
0.8183642549254007,0.6115981610055901,0.37080698538725254
1.5102707785437879,2.241764808550819,0.4136721334094978
0.9563994201253987,0.8437191425275383,0.5057271054813939
0.6312709460837773,0.3317044942474734,0.5821652507334061
1.768117599381256,3.1308115645297896,0.5920947082041004
0.8192192291242932,0.7512689718165824,0.6750651252429218
-0.3468195042455946,4.022778207369589,4.94926074900291
-2.9761712152016884,0.25810638295500343,23.004479054254674
-2.16597427397049,9.285828179555708,121.71610151013802
4.260197754790003,4.9954457477950065,313.77316877275973
2.3910677823479514,-4.673219677350236,489.2522007317844
-3.2800172299031782,-1.8784566024934124,1493.6260286947622
1.6640265389782112,-7.820511916362577,3552.200135162811
0.027594817203084432,4.907893488658935,3623.514850362861
8.670167101491643,-3.501712596143194,5569.024055123488
4.350785235229855,-4.6279897763969675,11305.60769358856
-8.350606461515666,0.4047314265802715,11945.983950651216
4.060766701943004,1.239259772906851,12048.785989617802
2.26804346899125,1.6521234064757468,18413.912175405156
-0.863634973636751,2.510331887398829,31044.1931430638
-4.40730851820793,3.873601165934888,31425.835707006165
0.11143252121845038,3.6016576120491077,46094.4622573998
-6.236307328775228,-9.0501281830484,55549.3143812717
-8.87342249812254,-1.8215629879992488,65046.535863167206
-1.7389428057252925,-2.0590813394354477,66690.31629851258
-6.303519573231345,7.380636930629118,191263.76941655471
-6.2305601041945256,-1.935821784694146,232809.22331287767
1.1359867922636084,4.8005674494065325,272266.4648525543
1.019071313210981,1.858236742098736,414554.9069218407
0.719913940363579,3.8713135287500045,491316.3328940161
1.7039611475385819,-6.454215628623824,1239260.779048598
-8.156314221829307,5.739596789749413,1427495.3437727226
