x,y,val
0.7353816593688345,0.5664674780101198,0.13597574759396364
1.1511919628704508,1.285075120671073,0.18420434346577497
1.44125135498117,2.052426320162713,0.25610337619184365
0.44456795976261887,0.24149204395512935,0.5007990436647336
0.23990809918685585,0.07823844802369528,0.6205164932736542
1.675044399088435,2.723943252562724,1.1253077904471742
2.0808651694401696,4.344632646349821,1.1896813774915727
0.9800813173034806,0.8510460771948969,1.1997132898197151
1.4207052199328043,1.914123017618266,1.2644310691121126
-0.13345064060539968,-0.007722841855222207,1.3498982247470306
0.5755753775663397,0.2183156099600243,1.4563901016874283
-0.2866330663374228,0.03496093214548246,1.878185827461738
1.3512377000847948,1.6928510426658905,1.8920625616786995
-6.287016862131887,9.879589204466175,2.5669902463063607
-0.8178250590472373,-1.344915785380978,24.389317606325033
2.841540566877409,-3.2496097968995086,156.08062308048164
0.7199763635352454,0.5328856518557199,270.1375034161731
-1.6302899168883411,2.6124652867622578,824.7402985445284
-3.732555262673778,4.468543608493539,1691.3709115401412
7.451226524669725,-7.464610172816234,1854.238277763893
5.996974804847831,-9.84701150714559,3570.133815803611
4.555742920923805,-4.2221795526702195,3721.0909432012427
-3.147975122895291,8.15986250601054,3726.899730874104
-1.562621175414015,1.5918892528123862,4751.932773137935
9.260551395796188,9.62405200830197,5058.163205560288
-3.8521099362016153,2.057954939742636,6162.170006232172
-3.3703464248264026,0.41063677323925063,8026.1947242192855
-7.567170427249025,-0.9893726539380543,8061.452659406798
-5.86184257805338,-3.1156367225411463,10257.367875365948
8.765752436835516,0.7308818761356939,10976.338479587104
-1.4256108145773272,-2.2820835346931023,11281.642169074576
-2.7581749509915077,-1.6631172149843643,12209.668898934322
-4.290420421695775,2.671830072666525,12247.88794685613
-3.498551836726996,3.563748224766769,15517.915011244522
3.1268759350211894,2.8547227990414505,26180.688347800155
-4.559848841743551,3.898672543134543,26871.362312373385
0.9684724557211482,0.664812359126973,38658.91381199808
6.710808595954324,3.516589355218736,46803.250055970944
0.04829222072683237,-4.430458546166298,52455.71960573617
6.065655473479666,-2.728746891965341,52528.14692710202
0.4200287154401252,-0.2464574504033452,54480.44375733217
-7.453022324575312,-1.4786654403419215,61646.86717495696
4.911753626164579,4.071053532388554,66664.187933344
-6.324412199877256,4.703401116955256,75818.80329084765
-5.737833205551032,-1.4853255705274728,88679.98963084619
2.192731349535512,6.404470492590946,114516.11056807122
7.108534715484735,-6.8114799822139185,114993.30546753245
-6.926870450222899,0.3128891655016872,125499.2768138768
8.135717107738715,7.2993931653170385,158248.34139124645
-4.891627175133284,6.842198401152022,159980.52385525944
-3.5195118344762673,1.6940043979301898,194362.3488643546
-7.798015348506777,3.766309934518995,217571.32608190208
5.323701742406824,8.612769850357182,263727.96257921564
-4.141570703390093,1.1014609809580733,268507.5542914553
8.576961681426091,-3.2818742635208586,300716.5724501373
-4.3615576129207065,6.897899807531532,377548.7485956842
-2.3790925635291647,7.911851993052119,516641.7640083206
2.7689283212138562,-7.670726043631255,528632.1372674207
10.498454572964967,-5.937331320620349,535206.4290009977
4.372975410802091,5.70048607717486,612707.9170073748
8.138724562075222,-7.65796344397192,760343.1398661945
3.509552751674047,-0.8040189295431386,1184528.374275344
1.4254595312492704,2.7176277607398394,1209806.467949493
